"疾病編號","疾病","層面","欄位","值","來源（文件名稱與網址）","資料日期","適用地區","來源差異或使用條件說明"
"13","急性病毒性 E 型肝炎","防治能力與資源","跨部門合作現況","本次未蒐集：待查「跨部門合作現況」的疾病別證據。","WHO Hepatitis E https://www.who.int/news-room/fact-sheets/detail/hepatitis-e","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"13","急性病毒性 E 型肝炎","社會安全","生物恐怖／管制病原","本次未蒐集：待查「生物恐怖／管制病原」的疾病別證據。","WHO Hepatitis E https://www.who.int/news-room/fact-sheets/detail/hepatitis-e","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"13","急性病毒性 E 型肝炎","社會安全","經濟總負擔","本次未蒐集：待查「經濟總負擔」的疾病別證據。","WHO Hepatitis E https://www.who.int/news-room/fact-sheets/detail/hepatitis-e","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"13","急性病毒性 E 型肝炎","社會安全","社會關注／媒體顯著度","本次未蒐集：待查「社會關注／媒體顯著度」的疾病別證據。","WHO Hepatitis E https://www.who.int/news-room/fact-sheets/detail/hepatitis-e","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"13","急性病毒性 E 型肝炎","社會安全","職業暴露風險","本次未蒐集：待查「職業暴露風險」的疾病別證據。","WHO Hepatitis E https://www.who.int/news-room/fact-sheets/detail/hepatitis-e","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整 22×30 結構；不可把待查改填 0 或推測值。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","人類","人類致死率（未治療）","待查：未治療致死率未取得符合定義的分母；不得以重症比例或重症 CFR 代填。","US CDC Yellow Book: Leptospirosis https://www.cdc.gov/yellow-book/hcp/travel-associated-infections-diseases/leptospirosis.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","人類","重症或長期失能比例","重症約占病例 5至10%，重症病死率約 5至15%；兩者分母不同。","US CDC Yellow Book: Leptospirosis https://www.cdc.gov/yellow-book/hcp/travel-associated-infections-diseases/leptospirosis.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","人類","人類年通報數／發生率","待查：NIDSS 逐病互動查詢，由疾病監測承辦人補。","疾管署 NIDSS 傳染病統計資料查詢系統 https://nidss.cdc.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"14","鉤端螺旋體病","人類","人傳人能力","通常不以人傳人傳播。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","人類","高風險／易感族群衝擊","接觸受感染動物尿液污染水或土壤者；洪水與職業暴露需分開查。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","人類","法定傳染病分類／通報層級","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"14","鉤端螺旋體病","動物","動物族群致死率","動物多為無症狀帶菌，特定物種臨床嚴重度待查。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","動物","畜禽生產衝擊","待查：畜牧生產損失與我國情境。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","動物","宿主範圍廣度","多種哺乳類可感染；鼠類常為重要保菌宿主。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","動物","WOAH 通報疾病","待查：依 WOAH Terrestrial Animal Health Code 第 1.3 章逐病核對。","WOAH Terrestrial Animal Health Code https://www.woah.org/en/what-we-do/standards/codes-and-manuals/terrestrial-code-online-access/","待查：實際閱讀並核對日","全球","疾病專頁或舊網頁不等於現行 Listed disease；由動物衛生或 WOAH 聯絡窗口補核。"
"14","鉤端螺旋體病","動物","國內動物疫情活躍度","待查：依主管機關現行資料逐病核對。","疾管署／農業部現行法規與公告入口 https://www.cdc.gov.tw/；https://www.moa.gov.tw/","待查：須記錄實際查詢日","我國","本次未執行逐病互動查詢；待查不代表零。由疾病監測或動物衛生承辦人補，並記錄實際查詢日。"
"14","鉤端螺旋體病","動物","野生動物保毒宿主","鼠類與其他哺乳類可經尿液排菌；各地物種待查。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","環境","病媒存在與氣候適生性","非典型節肢病媒；污染水或土壤是重要暴露媒介。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","環境","環境存活／持久性","可在淡水、泥土等潮濕環境存活；條件與時間待查。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","環境","氣候變遷敏感度","本次未蒐集：待查 氣候變遷敏感度 的可比較定義與資料。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","環境","跨境／境外移入風險","本次未蒐集：待查 跨境／境外移入風險 的可比較定義與資料。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","食安與抗藥性","食品鏈傳播關聯","本次未蒐集：待查 食品鏈傳播關聯 的可比較定義與資料。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","食安與抗藥性","抗微生物抗藥性關聯","本次未蒐集：待查 抗微生物抗藥性關聯 的可比較定義與資料。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","食安與抗藥性","食安事件頻率","本次未蒐集：待查 食安事件頻率 的可比較定義與資料。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","待查：依來源實際適用區域標示","時間有限的練習保留完整欄位；此格尚未作疾病別查證。由資料整理人員補查並記錄實際閱讀並核對日。"
"14","鉤端螺旋體病","防治能力與資源","人用疫苗","待查：人用疫苗的我國核准與是否容易取得。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
"14","鉤端螺旋體病","防治能力與資源","動物疫苗","待查：動物疫苗的我國是否容易取得與適用物種。","US CDC About Leptospirosis https://www.cdc.gov/leptospirosis/about/index.html","待查：本次未摘錄發布日","美國／旅遊與一般疾病背景；不代表我國現況","已於 2026-09-10 查證此列來源；僅採用頁面直接支持的疾病背景，不推定我國現況。"
